会社名,勤務地,給与
ほけんの窓口グループ株式会社 | ★土日祝休み／年間休日120日以上／福利厚生充実／転勤なし★,◆新日本橋オフィス◆ 東京都中央区 日本橋本町1-6-５ ツカモトビル ４階 ＜アクセス＞ 新日本…,"月給430,000〜480,000円＋時間外手当＋賞与年2回"
ほけんの窓口グループ株式会社 | 来店型保険ショップ店舗数No.1※★女性活躍中★年休120日以上,◆新日本橋オフィス◆ 東京都中央区 日本橋本町1-6-５ ツカモトビル ４階 ＜アクセス＞ 新日本…,"月給220,000〜300,000円＋時間外手当＋賞与年2回"
"日本インシュレーション株式会社 | JAPAN INSULATION CO., LTD.｜創業100年以上｜東証二部上場",【転勤なし！岐阜に根差して活躍】 ※車通勤OK ※U・Iターン歓迎 岐阜工場／岐阜県瑞穂市野田新田…,"日給月給19万7,000円〜＋各種手当"
株式会社アドテクニカ,【入社時の引越し費用10万円負担】 本社／静岡市駿河区中田 2 丁目 4−40 ※転勤はありません…,月給30万円〜＋諸手当
株式会社システムライフ | ★ 無借金経営を続ける企業のグループ！会社としての将来性も◎,【 転勤なし 】 あなたの希望をもとに 福岡、東京、熊本のいずれかの拠点へ配属。 ◆福岡本社 福岡…,月給25万円〜55万円 + 諸手当 + 賞与年2回
秋本食品株式会社 | 漬物グランプリ受賞商品を数多く開発／創業88年の老舗企業,ご希望に応じて、本社(綾瀬)工場または藤沢工場へ配属致します。 ■湘南工場 神奈川県綾瀬市早川26…,月給：18万円〜＋各種手当/賞与
ソニーネットワークコミュニケーションズコネクト株式会社 | ソニーグループ企業★完全週休2日制/土日祝休み,【原則転勤なし／I・Uターン歓迎】 ◆本社 東京都港区芝2丁目28番8号 芝二丁目ビル14階 ＜ア…,月給20.5万円〜29.4万円＋残業代別途支給＋賞与年2回（5カ月分）
ASEジャパン株式会社 | OSAT（半導体後工程受託事業）世界1位*のASEグループの日本拠点,■本社 山形県東置賜郡高畠町入生田1863 ※マイカー通勤可,■月給20万円〜25万円＋諸手当
和弘食品株式会社 | ◆売上100億円を誇るJASDAQ上場の業務用調味料メーカー,【本社】北海道小樽市銭函3丁目504番地1 ※U・Iターン歓迎/住宅手当あり ※転勤なし ※マイカ…,月給19万円〜21万円
グローバルデザイン株式会社 | ◎年休120日以上◎残業少なめ◎マネージャー候補,＜本社（静岡市葵区）または東京オフィス（港区）または山梨オフィス（甲府）での勤務となります。＞ 【…,【東京】月給33万〜39万円
ビートテック株式会社 | 「エンジニアファースト」を掲げる設立7年目のフレッシュな企業,【東京・神奈川・千葉・埼玉のプロジェクト先】 本社／東京都品川区西五反田7-20-9 KDX西五反…,月給25万円以上
日本テクニカルサービス株式会社,NTSテクニカルセンター 愛知県名古屋市名東区本郷3-134　TAKビル6階 転勤なし 既存顧客は…,"月給制：基本給280,000円〜"
日本テクニカルサービス株式会社,NTSテクニカルセンター 愛知県名古屋市名東区本郷3-134　TAKビル6階 地下鉄東山線「本郷駅…,"月給制：基本給280,000円〜500,000円"
株式会社小田原エンジニアリング | 世界トップクラスのシェアを誇るモーター用巻線設備メーカー,＜本社＞ 神奈川県足柄上郡松田町松田惣領1577番地 ※I/Uターン歓迎 ※転勤なし ※マイカー通…,"月給：220,000円〜"
マリモ電子工業株式会社,＼ 転勤なし ／ ◆本社／長野県上田市諏訪形1071 ★マイカー通勤OK（駐車場完備）,◆月給20万〜32万円＋諸手当
ビートテック株式会社 | 「エンジニアファースト」を掲げる設立7年目のフレッシュな企業,東京都、神奈川県、千葉県、埼玉県、大阪府内のプロジェクト先での勤務となります。 ※プロジェクト先は…,年俸制300万円〜650万円
ビートテック株式会社 | 「エンジニアファースト」を掲げる設立7年目のフレッシュな企業,東京都、神奈川県、千葉県、埼玉県、大阪府内のプロジェクト先での勤務となります。 ※プロジェクト先は…,年俸制300万円〜650万円
エヌアイシィ株式会社 | ＜入社後3ヶ月の研修有＞資格取得支援／住宅手当／年間休日124日,研修期間中は、東京本社勤務となります。 【関東】 東京、神奈川、埼玉、千葉のプロジェクト先 ※転勤…,月給25万円以上
株式会社ケージェーシーソフトウェア | 【JR「土気駅」より無料シャトルバスあり】◆残業ほぼナシ,クライアント先(千葉県千葉市)での勤務となります。 【本社】 千葉県千葉市中央区富士見2-22-2…,月給25万円以上(一律手当含む)＋賞与年2回
株式会社ケージェーシーソフトウェア | ＼残業ほぼナシ／賞与実績4ヶ月分・月給25万円以上,クライアント先(千葉県千葉市美浜区)での勤務となります。 【本社】 千葉県千葉市中央区富士見2-2…,月給25万円以上(一律手当含む)＋賞与年2回
株式会社ECBOスクエア | スポーツ・エンタメ業界向けにチケット管理システムを提供！,＜★転勤なし！　U・Iターン歓迎！＞ 東京本社／東京都新宿区四谷1-1-2　四谷見附ビル5F,"月給29万1,666円〜50万円"
株式会社ペイロール | 給与計算業務アウトソーシング国内トップクラスのシェア,札幌市北区北7条西1丁目1-2 SE札幌ビル3階 ※転勤はありません。,"月給：230,000円〜348,000円"
伊藤忠プラスチックス株式会社 | 合成樹脂と電子素材を取り扱う伊藤忠商事100％出資の連結子会社,本社 東京都千代田区一番町21番地 一番町東急ビル4・5・6F,月給
専門学校 岡山情報ビジネス学院 | 【 カバヤ・オハヨーグループ 】★10日以上の長期休暇取得可能！,【 転勤なし／JR岡山駅すぐ！ 】 ■専門学校岡山情報ビジネス学院 岡山県岡山市北区駅元町1-4…,"■月給 200,400円 〜 320,000円 ＋ 諸手当"
株式会社サン・ライフホールディング | 【JASDAQ上場】残業月15時間程度／充実の手当あり,※マイカー・バイク通勤OK ※転勤はありません 【本社】 神奈川県平塚市馬入本町１３−１１,月給30万円〜50万円＋賞与年2回＋残業代全額支給
株式会社アール・シー・エス | 《西日本放送グループで安定性バッチリ！》★WEB面接も対応中！,《 本社：香川県高松市錦町2丁目2番17号 》 ※転勤なし ※在宅勤務もOK ※直行直帰OK ※U…,月給：22万円〜35万円(一律手当含む) 
山九株式会社 | 東証1部上場｜創業102年｜グローバルに事業展開中,シンガポール現地法人（山九東南アジアホールディングス株式会社）出向勤務 約半年から1年程度、下記国…,＜月給＞23万円〜32万円
株式会社デンソーエスアイ | 【デンソーの100%出資会社】★年間休日121日/フレックスタイム制,【本社勤務／転勤なし／車通勤OK】 愛知県安城市三河安城南町1-11-9 ⇒JR「三河安城駅」より…,"月給210,000円〜360,000円（一律手当含む）"
大鵬薬品工業株式会社 | 東証一部上場：大塚ホールディングスを親会社に持つ製薬会社,本社 東京都千代田区内神田 1-14-10 PMO 内神田ビル 2階〜9階（受付2階） 【アクセス…,月給
CPAエクセレントパートナーズ株式会社 | 公認会計士等の資格取得を支援する資格スクール◆20～30代活躍中,【転勤なし／駅近！東京募集】 【水道橋校】 東京都千代田区神田三崎町3-6-9 水道橋ビル 4F…,月給25万円〜50万円 + 賞与 + 残業代
プロテック株式会社 | ＜ITで貢献＞医療・福祉の現場を快適にする業務ソフトのメーカー,【転勤なし／地下鉄「西18丁目」駅より徒歩7分】 本社／北海道札幌市中央区北2条西18-1-5 ★…,"月給 179,800〜278,613円（一律手当含む）"
株式会社ミネルヴァ | <親会社は東証一部上場企業>医療系スタートアップメンバーの募集,★全国どこでも勤務可能★ *リモートワークを導入しているので、どこにいても勤務が可能です。 *満員…,月給33万円〜50万円
株式会社 シーエスアイ | ＜安定感◎＞東証一部上場企業のCEホールディングス100％子会社,【転勤なし／テレワークメイン】 本社／北海道札幌市白石区平和通15丁目北1-21,"月給 256,417円〜"
JBCC株式会社 | ▼△2021年5月8日(土)マイナビ転職フェア名古屋 出展▲▽,【 愛知県名古屋市、静岡県静岡市のうち、希望の勤務地を考慮いたします 】 ◆名古屋NHK事業所 愛…,"月給24万4,000円以上＋諸手当"
株式会社文英堂 | ◆シグマベストで知られる教育出版社◆社内唯一のSE採用！,《アクセス抜群＆自社ビル》 東京都新宿区岩戸町17　文英堂ビル 【アクセス】 都営地下鉄大江戸線「…,"月給280,000円〜＋諸手当"
日本テクノロジー株式会社 | ITサービスを展開するインド本社の外資企業／リモートワークあり,【転勤なし／現在リモートワーク実施中】 本社／東京都港区新橋6丁目9番2号新橋第一ビル本館5階B…,月給23〜25万円以上
スリーアールズ株式会社 | 働き方はあなた次第！日勤のみ、夜勤のみ、MIXもOK♪,【さいたま】埼玉県さいたま市中央区 【板橋】東京都板橋区板橋 ※研修は板橋で行います。,月給26万円〜
株式会社フルライフ | 横浜・川崎を中心に総合福祉サービスを展開◆転勤なし◆,★駅チカの本社勤務です！ブルーライン『吉野町駅』より徒歩1分★ 【本社勤務】 神奈川県横浜市南区山…,"月給293,000円以上"
株式会社AIS北海道 | 東証一部上場企業『アルゴグラフィックス』グループ ◆私服OK◆,本社／札幌市北区北7条西1-1-2 SE札幌ビル4階 ◎JR札幌駅北口・地下鉄さっぽろ駅16番出口…,"【未経験】月給182,000〜300,000円"
SOELU株式会社 | 《オンラインフィットネスを運営》★完週休二日制★髪ネイル自由,《国内・海外どこからでも勤務可能》 100％フルリモートワークを導入しています。 ★自宅から勤務O…,月給25.2万円
中央交易株式会社 | 国内自動車メーカーと取引で安定基盤｜本社採用／転勤なし,【マイカー通勤可／駐車場完備】 岐阜県岐阜市西鶉1丁目38−2,月給20万3000円〜29万5000円
セイコーシステムエンジニアリング株式会社 | 北海道最大手コンビニ【セイコーマート】を支えるIT部門,＜システム開発業務＞ 本社／札幌市中央区南9条西5丁目 421番地パーク9.5ビル（セコマ本社内）…,月給　25万円〜45万円
株式会社ジェー・ピー・シー | 取引先は大手を筆頭に700社＊年休126日＊毎年全員昇給＆賞与2回,■京都本社（四条烏丸徒歩7分）勤務 本社：京都府京都市下京区富小路通高辻下る恵美須屋町193番地（…,【即戦力候補コース】月給30万円以上（一律職務手当含む）
吉川ホールディングス株式会社 | 《吉川グループ》ステンレスで燕のモノづくりを支える会社,《Uターン/Iターン歓迎！マイカー通勤OK！転勤なし》 品質保証スタッフ：新潟県燕市吉田法花堂19…,"月給:18万4,220円〜25万4,280円+各種手当"
SCSKニアショアシステムズ株式会社 | 規模拡大中★オンライン説明会も開催中です★,★転勤なし★ 全国にある開発センターまたは全国のクライアント先 ※希望・スキルを考慮のうえ、決定い…, 月給：23万円〜45万円
三本珈琲株式会社 | 横浜に根付いて60年以上／業務用コーヒー卸で名を馳せる老舗企業,◆横浜本社 神奈川県横浜市神奈川区山内町15-4 《アクセス》 JR「東神奈川駅」より徒歩15分…,月給／22万円〜 ＋各種手当・賞与年2回（昨年実績3ヶ月分）など
株式会社プラスバイプラス | （JASDAQ上場企業グループ）,★東北（仙台）と関東（新宿区）で募集します ●東北支店 宮城県仙台市青葉区国分町1-6-9　マニュ…,月給19万6000円〜23万4000円
株式会社ＲＪＣ | <残業ほぼナシ>★イチからのスタートを応援！★定着率抜群,【交通費全額支給】 ★都内をメインとした一都三県のお客様先 ★在宅ワークも導入中 ※本社／東京都練…,構築、導入、運用保守いずれかの経験者：月給25万円〜50万円（一律手当含む）＋諸手当＋賞与年2回（前年…
株式会社コムデック | 県内随一の働き方改革支援企業!!　＊賞与5.7ヶ月分,【＊遠方者、UIターン歓迎！WEB面接可＊】 三重県伊勢市小木町484-1 ◎イオンタウン伊勢ララ…,月給18万円〜30万円＋諸手当
株式会社医療新聞社  | 医療情報サイトの運営／医療に特化した書籍の発刊,【転勤なし】 東京都新宿区上落合2-22-11 加瀬ビル155-7階 <アクセス> 都営大江戸線「…,月給30万円〜45万円＋交通費全額支給（新幹線は除く）
株式会社HiiizL | 【大阪府緊急雇用対策に賛同】SE/人事/広報/経理経験者歓迎,《 基本的に転勤はありません・UIターン歓迎 》 【関西支社】 大阪府大阪市北区豊崎2丁目4-10…,月給20万円〜32万円 + 賞与
株式会社アクセス・フォー | ◎完全週休2日制◎土日休み◎残業平均月10時間◎経験者優遇,神奈川・東京各地 ※他、周辺都道府県にも勤務地有り。 ※勤務地はお気軽にご相談下さい。,月給18〜40万円+各種手当
株式会社ウェブフロンティア  | 【横浜ランドマークタワー31階☆リモートワークも積極導入中！】,◆リモートワークも積極的に導入中！ 【首都圏】 桜木町オフィス（2019年4月開設） みなとみらい…,【年俸制】 
株式会社ウェブフロンティア | 横浜ランドマークタワー31階。開発強化のため2018年5月増床移転,◆リモートワークも積極的に導入中！ 【首都圏】 桜木町オフィス（2019年4月開設） みなとみらい…,【年俸制】 
株式会社ウェブフロンティア | 横浜ランドマークタワー31階。開発強化のため2018年5月増床移転,◆リモートワークも積極的に導入中！ 【首都圏】 桜木町オフィス（2019年4月開設） みなとみらい…,【年俸制】 
株式会社ウェブフロンティア  | 【横浜ランドマークタワー31階☆リモートワークも積極導入中！】,◆リモートワークも積極的に導入中！ 【首都圏】 桜木町オフィス（2019年4月開設） みなとみらい…,【年俸制】 
三谷コンピュータ株式会社 | 全国約400の自治体との取引がある、IT業界の老舗です。,福井本社／福井県坂井市丸岡町熊堂第3号7番地1-13,月給21万4000円〜31万5000円＋諸手当
株式会社スギヨ | ＜UIターン歓迎＞＜WEB面接可＞＜残業月平均10時間＞,◆転勤なし／マイカー通勤可 【本社】石川県七尾市西三階町10号4-1,月給18万〜24万円+充実した諸手当
インターナショナルシステムズ株式会社 | 前給保証/直近2年離職率0％/創業から13年連続黒字/Skype面接可能,静岡本社（静岡市葵区）・浜松オフィス（浜松市中区）・取引先（東京都品川区/神奈川県中井町/浜松市中…,月給25万円〜50万円
株式会社デンソー山形 | 健康宣言でワークライフバランスを推進します！5S活動を徹底中☆,■山形県西置賜郡飯豊町萩生3893-1 ※マイカー通勤可 ※転勤なし 《社宅制度あり》 U・Iター…,"■月給176,000円〜"
京葉測量株式会社 | 官公庁案件100％！千葉のインフラを支える安定企業！,千葉県習志野市茜浜3-4-6 【アクセス】 JR「新習志野駅」より徒歩15分,"月給210,000円〜300,000円"
株式会社宮崎県ソフトウェアセンター | 【政府出資特別法人】◆年休124日 ◆残業平均月11.5時間,【U・Iターン歓迎】 ◆本社／宮崎県宮崎市佐土原町東上那珂字長谷水16500番地2 ※希望に応じて…,"月給 200,000円 〜 264,000円 + 諸手当"
税理士法人サクセスブレイン | ～企業の黒字化を支援するマネジメントドクター～,石川県金沢市松島2-191 COMビル3階 ※転勤なし ※マイカー通勤可,月給19万5000円以上（一律手当含む）
株式会社NEXCOシステムズ | NEXCOグループ唯一のIT企業◆年休120日以上◆完週休2日(土日祝),《西新宿駅より徒歩2分！3駅利用可能！》 【本社】 東京都新宿区西新宿6丁目8番1号　住友不動産新…,月給：24万3千円（本給）以上
株式会社一蔵 | ～ 日本文化を未来へつなぎ、感動を創り出す『感動創造企業』～,＜埼玉本社＞ 埼玉県さいたま市北区大成町4-699-1 【アクセス】 JR川越線　日進駅　徒歩12…,年俸制：350〜450万円以上
株式会社長谷工コーポレーション | 東証一部上場企業◆土日祝休み◆離職率が低く定着率◎,☆「芝公園」駅より徒歩3分の駅チカオフィス☆ ◇芝公園ファーストビル 東京都港区芝3-8-2 【ア…,"◇月給26万2,500円 〜 ＋ 賞与(年2回) + 残業代100％支給"
三菱化工機株式会社 | 【東証一部上場】年間休日128日／残業月10時間,本社 神奈川県川崎市川崎区大川町2-1,"月給250,000円〜400,000円"
株式会社東京精密 | 半導体製造装置と計測機器2つの事業で国内外シェアトップクラス,【転勤なし／ＵＩターン歓迎】 ●本社 東京都八王子市石川町2968-2 ＜アクセス＞ JR八高線「…,＜月給＞ 
株式会社アイセック  | 健康への不安を、安心に変える。新潟大学発の医療ベンチャー,新潟県新潟市中央区水道町2-5932-165,"月給：25万円〜41万6,000円（一律支給の手当含む）"
株式会社アールラーニング | キャリアプラン制度、評価面談で年収12万円アップは当たり前！,【転勤なし・UIターン歓迎・交通費月5万円まで支給】★勤務地は希望を考慮します！ ■本社／東京都新…,■月給25万円〜
株式会社アスプコミュニケーションズ | 株式会社プロネクサス(東証一部上場)の100%子会社,本社／富山県富山市婦中町島本郷10-8 ※転勤なし（グループ会社への長期研修を実施する場合有） ※…,月給23万円以上
株式会社日本ロジックス | 直近10年間で売上は4倍超！業界内でも高い利益率を誇る物流企業,【京橋駅から徒歩5分の好立地】 本社／大阪府大阪市都島区東野田町4-1-17 日本ロジックス大阪東…,月給25万円〜（一律手当含む） ＋ 賞与年2回
株式会社OKIソフトウェア | ★創業139年！東証一部上場のOKIグループ,＜関西支社＞ 大阪府大阪市中央区備後町2-6-8　サンライズビル10F,"月給：215,500円〜＋各種手当"
シーレイシステム株式会社 | 自治体や大手企業との直接取引をメインに安定成長中です！,◆本社 〒540-0037 大阪府大阪市中央区内平野町1丁目3番12号　ajディナスティ大手前ビル…,"月給：215,000円〜400,000円"
株式会社グローティー | 2020年設立のこれからの企業！これからの成長に携われます！,【転勤なし】 大分県大分市城崎町1丁目3番6号 S+T城崎204号,"月給／25万〜65万5,000円　＋諸手当"
日仏商事株式会社 | 日本・フランスの食文化の発展に貢献する専門商社,【転勤なし／各線「三宮」駅より徒歩4分／U・Iターン歓迎します】 本社／兵庫県神戸市中央区御幸通5…,"月給22万9,200円〜24万8,500円（一律手当含む）＋ 諸手当 ＋ 賞与年2回 ＋ 決算賞与"
株式会社STUDIO ARC | 今期、過去最大の売上見込み！「記念日」をプロデュースする企業,【転勤なし／U・Iターン歓迎】 本社／大阪府堺市北区百舌鳥梅町3-44-7,"月給35万7,806円〜39万4,821円（一律手当含む）"
中央システムサービス株式会社 | アイシン精機・大阪ガスなどと取引【大阪府緊急雇用対策に賛同】,【U・Iターン歓迎】* 本社もしくは大阪市内を中心とした大阪府下にあるお客様先での勤務となります。…,月給21万円〜＋諸手当＋賞与年2回
航空集配サービス株式会社 | 【昭和45年・エアカーゴ専門陸上輸送の企業！全国に13か所拠点】,【本社】 千葉県習志野市東習志野1-6-17 ※マイカー通勤可能 ※駐車場完備,月給22万円〜35万円
株式会社アール・シー・エス | 《西日本放送グループ》#100％自社開発 #土日祝休み #転勤なし,《 本社：香川県高松市錦町2丁目2番17号 》 ※在宅勤務もOK ※転勤なし ※U・Iターン歓迎…,月給22万円〜35万円＋諸手当
名北工業株式会社 ,岐阜県美濃加茂市蜂屋台１丁目８番地１,月給21万円〜28.5万円
三谷コンピュータ株式会社 | 全国約400の自治体との取引がある、IT業界の老舗です。,東京オフィス／東京都千代田区外神田6丁目15番9号 明治安田生命末広町ビル3階 福井本社／福井県坂…,"月給21万4,000円〜31万5,000円＋諸手当"
株式会社OKIソフトウェア | ★創業139年！東証一部上場のOKIグループ,＜本社＞ 埼玉県蕨市中央1-16-8　OKIシステムセンター内,"月給：215,500円〜＋各種手当"
株式会社LeoITコンサルティング | 【2019年の設立から順調に業績拡大中です！】,【名古屋市内の常駐先での勤務となります】 ◆本社 愛知県名古屋市中区丸の内2-18-10 丸の内ア…," 月給25万6,000円以上"
株式会社マイナビワークス  | 【マイナビグループ】#土日祝休み #残業月平均20～30時間,【転勤なし／当社新宿オフィス勤務となります】 【新宿オフィス】 東京都新宿区西新宿1-6-1　新宿…,"月給190,117円以上 + 各種手当 + 賞与年2回"
オプテックス株式会社 | 【東証一部上場企業グループ】世界トップクラスシェア製品多数,【転勤なし／U・Iターン歓迎します】 ◆本社 滋賀県大津市雄琴5-8-12 【交通アクセス】 JR…,月給25万円〜35万円
CES中電株式会社 | 「ハイテク企業」のグループ＝グローバル案件◎,【グローバル×リラックスした雰囲気のオフィス】 ★UIターン歓迎 ★転居を伴う転勤なし ★東京・神…,【年俸】350万円以上＋残業代全額支給
株式会社ポストインネットワーク | ◆完休2日制(土日祝) ◆年休124日 ◆オフィスは吉祥寺駅徒歩4分,【転勤なし／「吉祥寺」駅徒歩4分！】 本社／東京都武蔵野市吉祥寺本町1-31-11　KSビル4F,月給30万円〜40万円 +諸手当 ＋ 賞与年3回
株式会社トヨタプロダクションエンジニアリング | 【トヨタ自動車100%出資】スキルを活かせる好環境／福利厚生充実,★マイカー通勤OK ★UIターン歓迎 本社： 福岡県宗像市アスティ1丁目6番地 アクセス／「教育大…,"大学院卒：月給231,200円 〜 + 諸手当"
梅田電機株式会社 | 『大阪ものづくり優良企業賞』受賞★多分野の大手企業と多数取引,◎転勤なし ◎「福島」駅より徒歩3分の好アクセス ◎U・Iターン歓迎します 本社／大阪府大阪市福島…,月給：21万円〜30万円＋諸手当＋賞与年2回＋（残業実績）
グローバルテクノロジー宮崎株式会社 | 豊富な案件の中から、あなたの経験や希望に合わせてアサイン！,【原則転勤なし】 福岡県、宮崎県、東京都内の各プロジェクト先へ配属します。,月給／22万円以上　＋諸手当
株式会社ヴァーナル | 【創業30周年／安定企業で活躍】Web面接実施中！,※UIターン歓迎 ※転勤なし 【福岡本社】 福岡県福岡市博多区博多駅前4-6-15,"月給219,900円〜366,500円 + 諸手当"
株式会社ファルコン | ～社会に役立つソフトウェアを考えます～,愛知県名古屋市中区栄2-2-5　電気文化会館8F ※転勤なし ※自社内開発 ※テレワーク制度策定中…,月給 23万円~27万円＋賞与年2回
ペットリファインテクノロジー株式会社 | 【日本環境設計グループ★世界に誇る特許技術を保有】,本社 神奈川県川崎市川崎区扇町12-2,＜月給＞
京都プロメド株式会社 | 遠隔画像診断サービスが主軸／実務未経験から活躍できる職場,【転勤なし／U・Iターン歓迎します】 本社／京都府京都市上京区河原町通丸太町下ル伊勢屋町406 マ…,月給20万円〜31万円 ＋ 諸手当 ＋ 賞与年2回
株式会社スナーク | 本社勤務／1次受けのみ／残業時間平均20時間以内／年間休日127日,【転勤なし】 ＜本社＞ 東京都台東区寿2‐10‐11　MS田原町ビル6F ☆社員80％以上が在宅で…,"月給：250,000円以上"
株式会社ハーモ | 産業用ロボットに関わる周辺機器のリーディングカンパニー,【北殿駅から徒歩約8分／転勤ナシ／マイカー通勤OK】 長野県上伊那郡南箕輪村4124-1,"月給19万8,000円〜28万5,050円（一律手当含む）"
扇精光コンサルタンツ株式会社 | 《 創業60年以上の老舗企業 》◎正社員登用制度あり◎土日祝休み,長崎市田中町585-4 ◎マイカー通勤OK ◎U・Iターン歓迎 ◎転勤範囲：諫早市・対馬市の各支店,月給20万円〜35万円 ＋ 諸手当
株式会社ルーティス | 大手メーカーや大手Sierとの取引中心　★年休120日以上/残業少,＜転勤なし！＞ 福岡市の各プロジェクト先での勤務（希望考慮）※常駐の可能性あり,"月給　220,000円〜359,000円"
株式会社インフォディオ | ☆時差出勤や週1回の早帰日(実勤6時間)制度あり！,東京本社での勤務となります！ 【東京本社】東京都文京区本郷2-27-20　本郷センタービル5F,年俸制380万円〜600万円
株式会社フォークナー | 【 業界大手”帝人フロンティア”出資企業 】★完全週休二日制,＼ マイカー通勤可（駐車場あり）／ 岡山県瀬戸内市邑久町百田320番地 アクセス JR「邑久」駅よ…,年俸制：350万〜560万円
ウチダエスコ株式会社 | 内田洋行グループ/JASDAQ上場/完全週休2日/各種手当・制度充実,東京都江東区木場五丁目8番40号　東京パークサイドビル ＜アクセス＞ 東京メトロ東西線 木場駅徒歩…,月給：31万円以上
株式会社富澤商店 | （TOMIZ）｜創業102年｜お菓子・パン作りの材料器具専門店,◆勤務は、有楽町の本社と相模原センター半々になります。 【本社】東京都千代田区有楽町1-9-4 1…,年俸制600万円 〜 800万円
日本総合システム株式会社 | 【コロナ禍でも増収増益見込み】☆残業月10h☆男性の育休実績有,東京都文京区後楽1-7-27 後楽鹿島ビル2F 【交通アクセス】 都営大江戸線「飯田橋駅」C3出口…,月給23万円〜
社会福祉法人富士白苑 | 月平均残業時間10h程度◎長期連休所得可能,【平塚富士白苑】 神奈川県平塚市唐ケ原1 〈アクセス〉 JR東海道線「大磯駅」より 車で5分/バス…,"月給：285,700円〜357,100円"
株式会社ジェイテック | ――★ 2021年5月15日　 マイナビ転職セミナー岡山に出展 ★――,《 好立地＆転勤なし 》 岡山市北区幸町8-29 大樹生命岡山ビル2F ★岡山駅より徒歩8分 ※も…,"月給19万2,000円以上 + 諸手当"
株式会社デイシス | 世界的な大手自動車部品メーカー矢崎総業グループ,【静岡本社】静岡県静岡市葵区栄町3-9 朝日生命ビル ※転勤ナシ ※JR東海道本線・東海道新幹線「…,月給18万円〜40万円
株式会社アマナ | アマナグループ／ 東証マザーズ上場,◆本社／東京都品川区東品川2−2−43 ・東京モノレール／りんかい線 「天王洲アイル駅」徒歩5分…, 月給：25万円〜40万円
エボルテック株式会社 | 【5月8日（土）マイナビ転職フェア愛知　出展】,450-0002 愛知県名古屋市中村区名駅2丁目41番10号アストラーレ名駅7階 または、 【各プ…,月給18万~50万円　※経験・実績を考慮の上、当社規定により決定いたします。
株式会社倉敷三経観光 | HOTEL SK PLAZA,【HOTEL SK PLAZA】東京都渋谷区道玄坂2丁目26番12号 《渋谷駅から徒歩5分》 ★転…,"■大卒以上　月給280,800円"
株式会社ジェイテック | 5月16日(日)藤沢商工会館ミナパーク「マイナビ転職フェア」出展,【 全国展開でも原則転勤なし／神奈川勤務／ＵＩターン歓迎！ 】 神奈川県横浜市中区尾上町6-86-…,【未経験者】月給19万円〜
株式会社KDK | ◇2021年5月15日（土）マイナビ転職フェア長野に出展,【転勤なし★UIターン歓迎！】 長野県千曲市大字雨宮1700-4 ※エリアは長野県全域（北信メイン…,月給20万〜40万円 ＋ 諸手当
アルファ計画株式会社 | 代表面接1回/完全週休2日制等、働きやすい環境を整えてます,【マイカー通勤可／本社勤務のみ※転勤なし】 苫小牧市のぞみ町1丁目3番14号 ※苫小牧工業高等専門…,月給 25万円〜40万円※年齢、経験などを考慮し、適正に決定いたします。
学校法人 高宮学園 | 【代々木ゼミナール】未経験OK／完全週休2日／20～30代活躍中★,東京・札幌・新潟・名古屋・大阪・福岡 ※本人の希望地を優先します。 ★長期的にキャリアアップを目指…,【基本給】
株式会社滋賀県農協電算センター | 《大津勤務のみ、転勤なし》JAグループ滋賀のシステムを支える,【転勤なし】滋賀県大津市におの浜3丁目1の9 ※マイカー通勤可能（要相談） ※転勤はありませんので…,月給23万円以上＋諸手当＋賞与
学校法人 高宮学園 | 【代々木ゼミナール】未経験OK／20～60代活躍中★,東京・札幌・新潟・名古屋・大阪・福岡 ※希望を考慮します。 ★ご自身のライフスタイルに合わせて勤務…,"【時給】1,050円 〜（東京）"
コムテック株式会社 | 【 2021年5月15日(土) マイナビ転職フェア鹿児島に出展します 】,【南九州センター】 鹿児島県鹿児島市西田1-5-1 鹿児島高見橋ビル 4F,月給19万円〜40万円＋残業手当
科研製薬株式会社 | 【東証一部上場】☆年間休日120日以上☆福利厚生充実,◆本社／東京都文京区本駒込2-28-8,月給27.2万円〜28.4万円
株式会社第一コンピュータサービス | 日立のセグメントパートナー,【 転勤なし！ＵIターン歓迎 】 ※勤務地は希望を最大限考慮します ■名古屋支店 愛知県名古屋市中…,月給25万円〜35万円
Reeracoen Philippines Inc,Alabang アラバン、フィリピン,"月給150,000ペソ〜（スキル・経験に応じて決定）"
株式会社System Tomorrow | 受託開発のみ！100％自社内開発⇒なので残業も転勤も無し！,—★自社内での開発が100％なので転勤はありません！ —★住宅補助制度あり／綾瀬駅より徒歩3分 —…,月給：25万円〜40万円
関西総合システム株式会社 | 前給考慮／上流工程／完全自社内開発／テレワーク可／年休124日,各線なんば駅から直結◆雨に濡れずに通勤◆転勤なし◆大阪市浪速区湊町1丁目2番3号　マルイト難波ビル…,月給28万円〜＋諸手当＋賞与
株式会社セイノー情報サービス | 【西濃運輸グループ】物流という社会インフラをITの力で支える！,◆本社（大垣市）ソフトピア事業所（大垣市）勤務 ◆転勤なし/U・Iターン歓迎 ◆車通勤可 〔所在地…,月給35万円以上
株式会社セーフマスター | 九州屈指の医薬品・医療機器商社「アステム」のグループ会社,＜転勤なし！＞ ＜地下鉄「東比恵駅」より徒歩１分＞ 福岡市博多区東比恵3-1-2 東比恵ビジネスセ…,"月給　190,000円〜300,000円＋諸手当"
